D,EDD_order,P,SPT_order,d_by_rank,d_multiset,instance_id,n,p_by_rank,tau_den,tau_num
15,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,6,4]","[2,3,4,6]",n4_o058_r1436,4,"[1,2,3,4]",8,5
15,"[3,1,2,4]",10,"[1,2,3,4]","[3,4,2,6]","[2,3,4,6]",n4_o058_r1437,4,"[1,2,3,4]",8,5
15,"[4,1,2,3]",10,"[1,2,3,4]","[3,4,6,2]","[2,3,4,6]",n4_o058_r1438,4,"[1,2,3,4]",8,5
15,"[3,1,4,2]",10,"[1,2,3,4]","[3,6,2,4]","[2,3,4,6]",n4_o058_r1439,4,"[1,2,3,4]",8,5
15,"[4,1,3,2]",10,"[1,2,3,4]","[3,6,4,2]","[2,3,4,6]",n4_o058_r1440,4,"[1,2,3,4]",8,5
15,"[2,3,1,4]",10,"[1,2,3,4]","[4,2,3,6]","[2,3,4,6]",n4_o058_r1441,4,"[1,2,3,4]",8,5
15,"[2,4,1,3]",10,"[1,2,3,4]","[4,2,6,3]","[2,3,4,6]",n4_o058_r1442,4,"[1,2,3,4]",8,5
15,"[3,2,1,4]",10,"[1,2,3,4]","[4,3,2,6]","[2,3,4,6]",n4_o058_r1443,4,"[1,2,3,4]",8,5
15,"[4,2,1,3]",10,"[1,2,3,4]","[4,3,6,2]","[2,3,4,6]",n4_o058_r1444,4,"[1,2,3,4]",8,5
15,"[3,4,1,2]",10,"[1,2,3,4]","[4,6,2,3]","[2,3,4,6]",n4_o058_r1445,4,"[1,2,3,4]",8,5
15,"[4,3,1,2]",10,"[1,2,3,4]","[4,6,3,2]","[2,3,4,6]",n4_o058_r1446,4,"[1,2,3,4]",8,5
15,"[2,3,4,1]",10,"[1,2,3,4]","[6,2,3,4]","[2,3,4,6]",n4_o058_r1447,4,"[1,2,3,4]",8,5
15,"[2,4,3,1]",10,"[1,2,3,4]","[6,2,4,3]","[2,3,4,6]",n4_o058_r1448,4,"[1,2,3,4]",8,5
15,"[3,2,4,1]",10,"[1,2,3,4]","[6,3,2,4]","[2,3,4,6]",n4_o058_r1449,4,"[1,2,3,4]",8,5
15,"[4,2,3,1]",10,"[1,2,3,4]","[6,3,4,2]","[2,3,4,6]",n4_o058_r1450,4,"[1,2,3,4]",8,5
15,"[3,4,2,1]",10,"[1,2,3,4]","[6,4,2,3]","[2,3,4,6]",n4_o058_r1451,4,"[1,2,3,4]",8,5
15,"[4,3,2,1]",10,"[1,2,3,4]","[6,4,3,2]","[2,3,4,6]",n4_o058_r1452,4,"[1,2,3,4]",8,5
16,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,4,7]","[2,3,4,7]",n4_o059_r1453,4,"[1,2,3,4]",5,3
16,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,7,4]","[2,3,4,7]",n4_o059_r1454,4,"[1,2,3,4]",5,3
16,"[1,3,2,4]",10,"[1,2,3,4]","[2,4,3,7]","[2,3,4,7]",n4_o059_r1455,4,"[1,2,3,4]",5,3
16,"[1,4,2,3]",10,"[1,2,3,4]","[2,4,7,3]","[2,3,4,7]",n4_o059_r1456,4,"[1,2,3,4]",5,3
16,"[1,3,4,2]",10,"[1,2,3,4]","[2,7,3,4]","[2,3,4,7]",n4_o059_r1457,4,"[1,2,3,4]",5,3
16,"[1,4,3,2]",10,"[1,2,3,4]","[2,7,4,3]","[2,3,4,7]",n4_o059_r1458,4,"[1,2,3,4]",5,3
16,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,4,7]","[2,3,4,7]",n4_o059_r1459,4,"[1,2,3,4]",5,3
16,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,7,4]","[2,3,4,7]",n4_o059_r1460,4,"[1,2,3,4]",5,3
16,"[3,1,2,4]",10,"[1,2,3,4]","[3,4,2,7]","[2,3,4,7]",n4_o059_r1461,4,"[1,2,3,4]",5,3
16,"[4,1,2,3]",10,"[1,2,3,4]","[3,4,7,2]","[2,3,4,7]",n4_o059_r1462,4,"[1,2,3,4]",5,3
16,"[3,1,4,2]",10,"[1,2,3,4]","[3,7,2,4]","[2,3,4,7]",n4_o059_r1463,4,"[1,2,3,4]",5,3
16,"[4,1,3,2]",10,"[1,2,3,4]","[3,7,4,2]","[2,3,4,7]",n4_o059_r1464,4,"[1,2,3,4]",5,3
16,"[2,3,1,4]",10,"[1,2,3,4]","[4,2,3,7]","[2,3,4,7]",n4_o059_r1465,4,"[1,2,3,4]",5,3
16,"[2,4,1,3]",10,"[1,2,3,4]","[4,2,7,3]","[2,3,4,7]",n4_o059_r1466,4,"[1,2,3,4]",5,3
16,"[3,2,1,4]",10,"[1,2,3,4]","[4,3,2,7]","[2,3,4,7]",n4_o059_r1467,4,"[1,2,3,4]",5,3
16,"[4,2,1,3]",10,"[1,2,3,4]","[4,3,7,2]","[2,3,4,7]",n4_o059_r1468,4,"[1,2,3,4]",5,3
16,"[3,4,1,2]",10,"[1,2,3,4]","[4,7,2,3]","[2,3,4,7]",n4_o059_r1469,4,"[1,2,3,4]",5,3
16,"[4,3,1,2]",10,"[1,2,3,4]","[4,7,3,2]","[2,3,4,7]",n4_o059_r1470,4,"[1,2,3,4]",5,3
16,"[2,3,4,1]",10,"[1,2,3,4]","[7,2,3,4]","[2,3,4,7]",n4_o059_r1471,4,"[1,2,3,4]",5,3
16,"[2,4,3,1]",10,"[1,2,3,4]","[7,2,4,3]","[2,3,4,7]",n4_o059_r1472,4,"[1,2,3,4]",5,3
16,"[3,2,4,1]",10,"[1,2,3,4]","[7,3,2,4]","[2,3,4,7]",n4_o059_r1473,4,"[1,2,3,4]",5,3
16,"[4,2,3,1]",10,"[1,2,3,4]","[7,3,4,2]","[2,3,4,7]",n4_o059_r1474,4,"[1,2,3,4]",5,3
16,"[3,4,2,1]",10,"[1,2,3,4]","[7,4,2,3]","[2,3,4,7]",n4_o059_r1475,4,"[1,2,3,4]",5,3
16,"[4,3,2,1]",10,"[1,2,3,4]","[7,4,3,2]","[2,3,4,7]",n4_o059_r1476,4,"[1,2,3,4]",5,3
17,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,4,8]","[2,3,4,8]",n4_o060_r1477,4,"[1,2,3,4]",40,23
17,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,8,4]","[2,3,4,8]",n4_o060_r1478,4,"[1,2,3,4]",40,23
17,"[1,3,2,4]",10,"[1,2,3,4]","[2,4,3,8]","[2,3,4,8]",n4_o060_r1479,4,"[1,2,3,4]",40,23
17,"[1,4,2,3]",10,"[1,2,3,4]","[2,4,8,3]","[2,3,4,8]",n4_o060_r1480,4,"[1,2,3,4]",40,23
17,"[1,3,4,2]",10,"[1,2,3,4]","[2,8,3,4]","[2,3,4,8]",n4_o060_r1481,4,"[1,2,3,4]",40,23
17,"[1,4,3,2]",10,"[1,2,3,4]","[2,8,4,3]","[2,3,4,8]",n4_o060_r1482,4,"[1,2,3,4]",40,23
17,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,4,8]","[2,3,4,8]",n4_o060_r1483,4,"[1,2,3,4]",40,23
17,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,8,4]","[2,3,4,8]",n4_o060_r1484,4,"[1,2,3,4]",40,23
17,"[3,1,2,4]",10,"[1,2,3,4]","[3,4,2,8]","[2,3,4,8]",n4_o060_r1485,4,"[1,2,3,4]",40,23
17,"[4,1,2,3]",10,"[1,2,3,4]","[3,4,8,2]","[2,3,4,8]",n4_o060_r1486,4,"[1,2,3,4]",40,23
17,"[3,1,4,2]",10,"[1,2,3,4]","[3,8,2,4]","[2,3,4,8]",n4_o060_r1487,4,"[1,2,3,4]",40,23
17,"[4,1,3,2]",10,"[1,2,3,4]","[3,8,4,2]","[2,3,4,8]",n4_o060_r1488,4,"[1,2,3,4]",40,23
17,"[2,3,1,4]",10,"[1,2,3,4]","[4,2,3,8]","[2,3,4,8]",n4_o060_r1489,4,"[1,2,3,4]",40,23
17,"[2,4,1,3]",10,"[1,2,3,4]","[4,2,8,3]","[2,3,4,8]",n4_o060_r1490,4,"[1,2,3,4]",40,23
17,"[3,2,1,4]",10,"[1,2,3,4]","[4,3,2,8]","[2,3,4,8]",n4_o060_r1491,4,"[1,2,3,4]",40,23
17,"[4,2,1,3]",10,"[1,2,3,4]","[4,3,8,2]","[2,3,4,8]",n4_o060_r1492,4,"[1,2,3,4]",40,23
17,"[3,4,1,2]",10,"[1,2,3,4]","[4,8,2,3]","[2,3,4,8]",n4_o060_r1493,4,"[1,2,3,4]",40,23
17,"[4,3,1,2]",10,"[1,2,3,4]","[4,8,3,2]","[2,3,4,8]",n4_o060_r1494,4,"[1,2,3,4]",40,23
17,"[2,3,4,1]",10,"[1,2,3,4]","[8,2,3,4]","[2,3,4,8]",n4_o060_r1495,4,"[1,2,3,4]",40,23
17,"[2,4,3,1]",10,"[1,2,3,4]","[8,2,4,3]","[2,3,4,8]",n4_o060_r1496,4,"[1,2,3,4]",40,23
17,"[3,2,4,1]",10,"[1,2,3,4]","[8,3,2,4]","[2,3,4,8]",n4_o060_r1497,4,"[1,2,3,4]",40,23
17,"[4,2,3,1]",10,"[1,2,3,4]","[8,3,4,2]","[2,3,4,8]",n4_o060_r1498,4,"[1,2,3,4]",40,23
17,"[3,4,2,1]",10,"[1,2,3,4]","[8,4,2,3]","[2,3,4,8]",n4_o060_r1499,4,"[1,2,3,4]",40,23
17,"[4,3,2,1]",10,"[1,2,3,4]","[8,4,3,2]","[2,3,4,8]",n4_o060_r1500,4,"[1,2,3,4]",40,23
18,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,4,9]","[2,3,4,9]",n4_o061_r1501,4,"[1,2,3,4]",20,11
18,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,9,4]","[2,3,4,9]",n4_o061_r1502,4,"[1,2,3,4]",20,11
18,"[1,3,2,4]",10,"[1,2,3,4]","[2,4,3,9]","[2,3,4,9]",n4_o061_r1503,4,"[1,2,3,4]",20,11
18,"[1,4,2,3]",10,"[1,2,3,4]","[2,4,9,3]","[2,3,4,9]",n4_o061_r1504,4,"[1,2,3,4]",20,11
18,"[1,3,4,2]",10,"[1,2,3,4]","[2,9,3,4]","[2,3,4,9]",n4_o061_r1505,4,"[1,2,3,4]",20,11
18,"[1,4,3,2]",10,"[1,2,3,4]","[2,9,4,3]","[2,3,4,9]",n4_o061_r1506,4,"[1,2,3,4]",20,11
18,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,4,9]","[2,3,4,9]",n4_o061_r1507,4,"[1,2,3,4]",20,11
18,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,9,4]","[2,3,4,9]",n4_o061_r1508,4,"[1,2,3,4]",20,11
18,"[3,1,2,4]",10,"[1,2,3,4]","[3,4,2,9]","[2,3,4,9]",n4_o061_r1509,4,"[1,2,3,4]",20,11
18,"[4,1,2,3]",10,"[1,2,3,4]","[3,4,9,2]","[2,3,4,9]",n4_o061_r1510,4,"[1,2,3,4]",20,11
18,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,2,4]","[2,3,4,9]",n4_o061_r1511,4,"[1,2,3,4]",20,11
18,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,4,2]","[2,3,4,9]",n4_o061_r1512,4,"[1,2,3,4]",20,11
18,"[2,3,1,4]",10,"[1,2,3,4]","[4,2,3,9]","[2,3,4,9]",n4_o061_r1513,4,"[1,2,3,4]",20,11
18,"[2,4,1,3]",10,"[1,2,3,4]","[4,2,9,3]","[2,3,4,9]",n4_o061_r1514,4,"[1,2,3,4]",20,11
18,"[3,2,1,4]",10,"[1,2,3,4]","[4,3,2,9]","[2,3,4,9]",n4_o061_r1515,4,"[1,2,3,4]",20,11
18,"[4,2,1,3]",10,"[1,2,3,4]","[4,3,9,2]","[2,3,4,9]",n4_o061_r1516,4,"[1,2,3,4]",20,11
18,"[3,4,1,2]",10,"[1,2,3,4]","[4,9,2,3]","[2,3,4,9]",n4_o061_r1517,4,"[1,2,3,4]",20,11
18,"[4,3,1,2]",10,"[1,2,3,4]","[4,9,3,2]","[2,3,4,9]",n4_o061_r1518,4,"[1,2,3,4]",20,11
18,"[2,3,4,1]",10,"[1,2,3,4]","[9,2,3,4]","[2,3,4,9]",n4_o061_r1519,4,"[1,2,3,4]",20,11
18,"[2,4,3,1]",10,"[1,2,3,4]","[9,2,4,3]","[2,3,4,9]",n4_o061_r1520,4,"[1,2,3,4]",20,11
18,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,2,4]","[2,3,4,9]",n4_o061_r1521,4,"[1,2,3,4]",20,11
18,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,4,2]","[2,3,4,9]",n4_o061_r1522,4,"[1,2,3,4]",20,11
18,"[3,4,2,1]",10,"[1,2,3,4]","[9,4,2,3]","[2,3,4,9]",n4_o061_r1523,4,"[1,2,3,4]",20,11
18,"[4,3,2,1]",10,"[1,2,3,4]","[9,4,3,2]","[2,3,4,9]",n4_o061_r1524,4,"[1,2,3,4]",20,11
16,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,5,6]","[2,3,5,6]",n4_o062_r1525,4,"[1,2,3,4]",5,3
16,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,6,5]","[2,3,5,6]",n4_o062_r1526,4,"[1,2,3,4]",5,3
16,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,3,6]","[2,3,5,6]",n4_o062_r1527,4,"[1,2,3,4]",5,3
16,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,6,3]","[2,3,5,6]",n4_o062_r1528,4,"[1,2,3,4]",5,3
16,"[1,3,4,2]",10,"[1,2,3,4]","[2,6,3,5]","[2,3,5,6]",n4_o062_r1529,4,"[1,2,3,4]",5,3
16,"[1,4,3,2]",10,"[1,2,3,4]","[2,6,5,3]","[2,3,5,6]",n4_o062_r1530,4,"[1,2,3,4]",5,3
16,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,5,6]","[2,3,5,6]",n4_o062_r1531,4,"[1,2,3,4]",5,3
16,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,6,5]","[2,3,5,6]",n4_o062_r1532,4,"[1,2,3,4]",5,3
16,"[3,1,2,4]",10,"[1,2,3,4]","[3,5,2,6]","[2,3,5,6]",n4_o062_r1533,4,"[1,2,3,4]",5,3
16,"[4,1,2,3]",10,"[1,2,3,4]","[3,5,6,2]","[2,3,5,6]",n4_o062_r1534,4,"[1,2,3,4]",5,3
16,"[3,1,4,2]",10,"[1,2,3,4]","[3,6,2,5]","[2,3,5,6]",n4_o062_r1535,4,"[1,2,3,4]",5,3
16,"[4,1,3,2]",10,"[1,2,3,4]","[3,6,5,2]","[2,3,5,6]",n4_o062_r1536,4,"[1,2,3,4]",5,3
16,"[2,3,1,4]",10,"[1,2,3,4]","[5,2,3,6]","[2,3,5,6]",n4_o062_r1537,4,"[1,2,3,4]",5,3
16,"[2,4,1,3]",10,"[1,2,3,4]","[5,2,6,3]","[2,3,5,6]",n4_o062_r1538,4,"[1,2,3,4]",5,3
16,"[3,2,1,4]",10,"[1,2,3,4]","[5,3,2,6]","[2,3,5,6]",n4_o062_r1539,4,"[1,2,3,4]",5,3
16,"[4,2,1,3]",10,"[1,2,3,4]","[5,3,6,2]","[2,3,5,6]",n4_o062_r1540,4,"[1,2,3,4]",5,3
16,"[3,4,1,2]",10,"[1,2,3,4]","[5,6,2,3]","[2,3,5,6]",n4_o062_r1541,4,"[1,2,3,4]",5,3
16,"[4,3,1,2]",10,"[1,2,3,4]","[5,6,3,2]","[2,3,5,6]",n4_o062_r1542,4,"[1,2,3,4]",5,3
16,"[2,3,4,1]",10,"[1,2,3,4]","[6,2,3,5]","[2,3,5,6]",n4_o062_r1543,4,"[1,2,3,4]",5,3
16,"[2,4,3,1]",10,"[1,2,3,4]","[6,2,5,3]","[2,3,5,6]",n4_o062_r1544,4,"[1,2,3,4]",5,3
16,"[3,2,4,1]",10,"[1,2,3,4]","[6,3,2,5]","[2,3,5,6]",n4_o062_r1545,4,"[1,2,3,4]",5,3
16,"[4,2,3,1]",10,"[1,2,3,4]","[6,3,5,2]","[2,3,5,6]",n4_o062_r1546,4,"[1,2,3,4]",5,3
16,"[3,4,2,1]",10,"[1,2,3,4]","[6,5,2,3]","[2,3,5,6]",n4_o062_r1547,4,"[1,2,3,4]",5,3
16,"[4,3,2,1]",10,"[1,2,3,4]","[6,5,3,2]","[2,3,5,6]",n4_o062_r1548,4,"[1,2,3,4]",5,3
17,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,5,7]","[2,3,5,7]",n4_o063_r1549,4,"[1,2,3,4]",40,23
17,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,7,5]","[2,3,5,7]",n4_o063_r1550,4,"[1,2,3,4]",40,23
17,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,3,7]","[2,3,5,7]",n4_o063_r1551,4,"[1,2,3,4]",40,23
17,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,7,3]","[2,3,5,7]",n4_o063_r1552,4,"[1,2,3,4]",40,23
17,"[1,3,4,2]",10,"[1,2,3,4]","[2,7,3,5]","[2,3,5,7]",n4_o063_r1553,4,"[1,2,3,4]",40,23
17,"[1,4,3,2]",10,"[1,2,3,4]","[2,7,5,3]","[2,3,5,7]",n4_o063_r1554,4,"[1,2,3,4]",40,23
17,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,5,7]","[2,3,5,7]",n4_o063_r1555,4,"[1,2,3,4]",40,23
17,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,7,5]","[2,3,5,7]",n4_o063_r1556,4,"[1,2,3,4]",40,23
17,"[3,1,2,4]",10,"[1,2,3,4]","[3,5,2,7]","[2,3,5,7]",n4_o063_r1557,4,"[1,2,3,4]",40,23
17,"[4,1,2,3]",10,"[1,2,3,4]","[3,5,7,2]","[2,3,5,7]",n4_o063_r1558,4,"[1,2,3,4]",40,23
17,"[3,1,4,2]",10,"[1,2,3,4]","[3,7,2,5]","[2,3,5,7]",n4_o063_r1559,4,"[1,2,3,4]",40,23
17,"[4,1,3,2]",10,"[1,2,3,4]","[3,7,5,2]","[2,3,5,7]",n4_o063_r1560,4,"[1,2,3,4]",40,23
17,"[2,3,1,4]",10,"[1,2,3,4]","[5,2,3,7]","[2,3,5,7]",n4_o063_r1561,4,"[1,2,3,4]",40,23
17,"[2,4,1,3]",10,"[1,2,3,4]","[5,2,7,3]","[2,3,5,7]",n4_o063_r1562,4,"[1,2,3,4]",40,23
17,"[3,2,1,4]",10,"[1,2,3,4]","[5,3,2,7]","[2,3,5,7]",n4_o063_r1563,4,"[1,2,3,4]",40,23
17,"[4,2,1,3]",10,"[1,2,3,4]","[5,3,7,2]","[2,3,5,7]",n4_o063_r1564,4,"[1,2,3,4]",40,23
17,"[3,4,1,2]",10,"[1,2,3,4]","[5,7,2,3]","[2,3,5,7]",n4_o063_r1565,4,"[1,2,3,4]",40,23
17,"[4,3,1,2]",10,"[1,2,3,4]","[5,7,3,2]","[2,3,5,7]",n4_o063_r1566,4,"[1,2,3,4]",40,23
17,"[2,3,4,1]",10,"[1,2,3,4]","[7,2,3,5]","[2,3,5,7]",n4_o063_r1567,4,"[1,2,3,4]",40,23
17,"[2,4,3,1]",10,"[1,2,3,4]","[7,2,5,3]","[2,3,5,7]",n4_o063_r1568,4,"[1,2,3,4]",40,23
17,"[3,2,4,1]",10,"[1,2,3,4]","[7,3,2,5]","[2,3,5,7]",n4_o063_r1569,4,"[1,2,3,4]",40,23
17,"[4,2,3,1]",10,"[1,2,3,4]","[7,3,5,2]","[2,3,5,7]",n4_o063_r1570,4,"[1,2,3,4]",40,23
17,"[3,4,2,1]",10,"[1,2,3,4]","[7,5,2,3]","[2,3,5,7]",n4_o063_r1571,4,"[1,2,3,4]",40,23
17,"[4,3,2,1]",10,"[1,2,3,4]","[7,5,3,2]","[2,3,5,7]",n4_o063_r1572,4,"[1,2,3,4]",40,23
18,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,5,8]","[2,3,5,8]",n4_o064_r1573,4,"[1,2,3,4]",20,11
18,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,8,5]","[2,3,5,8]",n4_o064_r1574,4,"[1,2,3,4]",20,11
18,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,3,8]","[2,3,5,8]",n4_o064_r1575,4,"[1,2,3,4]",20,11
18,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,8,3]","[2,3,5,8]",n4_o064_r1576,4,"[1,2,3,4]",20,11
18,"[1,3,4,2]",10,"[1,2,3,4]","[2,8,3,5]","[2,3,5,8]",n4_o064_r1577,4,"[1,2,3,4]",20,11
18,"[1,4,3,2]",10,"[1,2,3,4]","[2,8,5,3]","[2,3,5,8]",n4_o064_r1578,4,"[1,2,3,4]",20,11
18,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,5,8]","[2,3,5,8]",n4_o064_r1579,4,"[1,2,3,4]",20,11
18,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,8,5]","[2,3,5,8]",n4_o064_r1580,4,"[1,2,3,4]",20,11
18,"[3,1,2,4]",10,"[1,2,3,4]","[3,5,2,8]","[2,3,5,8]",n4_o064_r1581,4,"[1,2,3,4]",20,11
18,"[4,1,2,3]",10,"[1,2,3,4]","[3,5,8,2]","[2,3,5,8]",n4_o064_r1582,4,"[1,2,3,4]",20,11
18,"[3,1,4,2]",10,"[1,2,3,4]","[3,8,2,5]","[2,3,5,8]",n4_o064_r1583,4,"[1,2,3,4]",20,11
18,"[4,1,3,2]",10,"[1,2,3,4]","[3,8,5,2]","[2,3,5,8]",n4_o064_r1584,4,"[1,2,3,4]",20,11
18,"[2,3,1,4]",10,"[1,2,3,4]","[5,2,3,8]","[2,3,5,8]",n4_o064_r1585,4,"[1,2,3,4]",20,11
18,"[2,4,1,3]",10,"[1,2,3,4]","[5,2,8,3]","[2,3,5,8]",n4_o064_r1586,4,"[1,2,3,4]",20,11
18,"[3,2,1,4]",10,"[1,2,3,4]","[5,3,2,8]","[2,3,5,8]",n4_o064_r1587,4,"[1,2,3,4]",20,11
18,"[4,2,1,3]",10,"[1,2,3,4]","[5,3,8,2]","[2,3,5,8]",n4_o064_r1588,4,"[1,2,3,4]",20,11
18,"[3,4,1,2]",10,"[1,2,3,4]","[5,8,2,3]","[2,3,5,8]",n4_o064_r1589,4,"[1,2,3,4]",20,11
18,"[4,3,1,2]",10,"[1,2,3,4]","[5,8,3,2]","[2,3,5,8]",n4_o064_r1590,4,"[1,2,3,4]",20,11
18,"[2,3,4,1]",10,"[1,2,3,4]","[8,2,3,5]","[2,3,5,8]",n4_o064_r1591,4,"[1,2,3,4]",20,11
18,"[2,4,3,1]",10,"[1,2,3,4]","[8,2,5,3]","[2,3,5,8]",n4_o064_r1592,4,"[1,2,3,4]",20,11
18,"[3,2,4,1]",10,"[1,2,3,4]","[8,3,2,5]","[2,3,5,8]",n4_o064_r1593,4,"[1,2,3,4]",20,11
18,"[4,2,3,1]",10,"[1,2,3,4]","[8,3,5,2]","[2,3,5,8]",n4_o064_r1594,4,"[1,2,3,4]",20,11
18,"[3,4,2,1]",10,"[1,2,3,4]","[8,5,2,3]","[2,3,5,8]",n4_o064_r1595,4,"[1,2,3,4]",20,11
18,"[4,3,2,1]",10,"[1,2,3,4]","[8,5,3,2]","[2,3,5,8]",n4_o064_r1596,4,"[1,2,3,4]",20,11
19,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,5,9]","[2,3,5,9]",n4_o065_r1597,4,"[1,2,3,4]",40,21
19,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,9,5]","[2,3,5,9]",n4_o065_r1598,4,"[1,2,3,4]",40,21
19,"[1,3,2,4]",10,"[1,2,3,4]","[2,5,3,9]","[2,3,5,9]",n4_o065_r1599,4,"[1,2,3,4]",40,21
19,"[1,4,2,3]",10,"[1,2,3,4]","[2,5,9,3]","[2,3,5,9]",n4_o065_r1600,4,"[1,2,3,4]",40,21
19,"[1,3,4,2]",10,"[1,2,3,4]","[2,9,3,5]","[2,3,5,9]",n4_o065_r1601,4,"[1,2,3,4]",40,21
19,"[1,4,3,2]",10,"[1,2,3,4]","[2,9,5,3]","[2,3,5,9]",n4_o065_r1602,4,"[1,2,3,4]",40,21
19,"[2,1,3,4]",10,"[1,2,3,4]","[3,2,5,9]","[2,3,5,9]",n4_o065_r1603,4,"[1,2,3,4]",40,21
19,"[2,1,4,3]",10,"[1,2,3,4]","[3,2,9,5]","[2,3,5,9]",n4_o065_r1604,4,"[1,2,3,4]",40,21
19,"[3,1,2,4]",10,"[1,2,3,4]","[3,5,2,9]","[2,3,5,9]",n4_o065_r1605,4,"[1,2,3,4]",40,21
19,"[4,1,2,3]",10,"[1,2,3,4]","[3,5,9,2]","[2,3,5,9]",n4_o065_r1606,4,"[1,2,3,4]",40,21
19,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,2,5]","[2,3,5,9]",n4_o065_r1607,4,"[1,2,3,4]",40,21
19,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,5,2]","[2,3,5,9]",n4_o065_r1608,4,"[1,2,3,4]",40,21
19,"[2,3,1,4]",10,"[1,2,3,4]","[5,2,3,9]","[2,3,5,9]",n4_o065_r1609,4,"[1,2,3,4]",40,21
19,"[2,4,1,3]",10,"[1,2,3,4]","[5,2,9,3]","[2,3,5,9]",n4_o065_r1610,4,"[1,2,3,4]",40,21
19,"[3,2,1,4]",10,"[1,2,3,4]","[5,3,2,9]","[2,3,5,9]",n4_o065_r1611,4,"[1,2,3,4]",40,21
19,"[4,2,1,3]",10,"[1,2,3,4]","[5,3,9,2]","[2,3,5,9]",n4_o065_r1612,4,"[1,2,3,4]",40,21
19,"[3,4,1,2]",10,"[1,2,3,4]","[5,9,2,3]","[2,3,5,9]",n4_o065_r1613,4,"[1,2,3,4]",40,21
19,"[4,3,1,2]",10,"[1,2,3,4]","[5,9,3,2]","[2,3,5,9]",n4_o065_r1614,4,"[1,2,3,4]",40,21
19,"[2,3,4,1]",10,"[1,2,3,4]","[9,2,3,5]","[2,3,5,9]",n4_o065_r1615,4,"[1,2,3,4]",40,21
19,"[2,4,3,1]",10,"[1,2,3,4]","[9,2,5,3]","[2,3,5,9]",n4_o065_r1616,4,"[1,2,3,4]",40,21
19,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,2,5]","[2,3,5,9]",n4_o065_r1617,4,"[1,2,3,4]",40,21
19,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,5,2]","[2,3,5,9]",n4_o065_r1618,4,"[1,2,3,4]",40,21
19,"[3,4,2,1]",10,"[1,2,3,4]","[9,5,2,3]","[2,3,5,9]",n4_o065_r1619,4,"[1,2,3,4]",40,21
19,"[4,3,2,1]",10,"[1,2,3,4]","[9,5,3,2]","[2,3,5,9]",n4_o065_r1620,4,"[1,2,3,4]",40,21
18,"[1,2,3,4]",10,"[1,2,3,4]","[2,3,6,7]","[2,3,6,7]",n4_o066_r1621,4,"[1,2,3,4]",20,11
18,"[1,2,4,3]",10,"[1,2,3,4]","[2,3,7,6]","[2,3,6,7]",n4_o066_r1622,4,"[1,2,3,4]",20,11
18,"[1,3,2,4]",10,"[1,2,3,4]","[2,6,3,7]","[2,3,6,7]",n4_o066_r1623,4,"[1,2,3,4]",20,11
18,"[1,4,2,3]",10,"[1,2,3,4]","[2,6,7,3]","[2,3,6,7]",n4_o066_r1624,4,"[1,2,3,4]",20,11
18,"[1,3,4,2]",10,"[1,2,3,4]","[2,7,3,6]","[2,3,6,7]",n4_o066_r1625,4,"[1,2,3,4]",20,11
18,"[1,4,3,2]",10,"[1,2,3,4]","[2,7,6,3]","[2,3,6,7]",n4_o066_r1626,4,"[1,2,3,4]",20,11
