"EDD_prefix_t","I_forward","I_reverse","SPT_C_a","SPT_C_b","a_p_rank","b_p_rank","class_id","d_H","d_L","observed_delta_difference","panel","predicted_delta_difference","prediction_category","prediction_magnitude","prediction_matches"
"2","B_o018_r02429","B_o018_r02453","1","14","1","4","WP09C01306","7","3","2","B","2","positive","2","True"
"2","B_o018_r02497","B_o018_r02499","7","14","3","4","WP09C01307","7","3","3","B","3","positive","3","True"
"0","B_o018_r02497","B_o018_r02503","3","7","2","3","WP09C01307","3","1","2","B","2","positive","2","True"
"0","B_o018_r02499","B_o018_r02505","3","14","2","4","WP09C01307","3","1","5","B","5","positive","5","True"
"0","B_o018_r02498","B_o018_r02504","3","7","2","3","WP09C01310","3","1","2","B","2","positive","2","True"
"0","B_o019_r02587","B_o019_r02589","7","14","3","4","WP09C01314","3","1","3","B","3","positive","3","True"
"0","B_o019_r02629","B_o019_r02631","7","14","3","4","WP09C01315","3","1","3","B","3","positive","3","True"
"0","B_o019_r02594","B_o019_r02600","3","7","2","3","WP09C01316","3","1","2","B","2","positive","2","True"
"0","B_o019_r02528","B_o019_r02552","1","7","1","3","WP09C01320","3","1","1","B","1","positive","1","True"
"1","B_o019_r02525","B_o019_r02531","3","14","2","4","WP09C01321","7","3","1","B","1","positive","1","True"
"0","B_o019_r02531","B_o019_r02555","1","14","1","4","WP09C01321","3","1","4","B","4","positive","4","True"
"0","B_o019_r02635","B_o019_r02637","7","14","3","4","WP09C01323","3","1","3","B","3","positive","3","True"
"0","B_o019_r02533","B_o019_r02557","1","7","1","3","WP09C01330","3","1","1","B","1","positive","1","True"
"5","B_o019_r02551","B_o019_r02557","3","14","2","4","WP09C01330","9","7","3","B","3","positive","3","True"
"0","B_o019_r02534","B_o019_r02558","1","7","1","3","WP09C01331","3","1","1","B","1","positive","1","True"
"1","B_o019_r02523","B_o019_r02529","3","14","2","4","WP09C01332","7","3","1","B","1","positive","1","True"
"0","B_o019_r02529","B_o019_r02553","1","14","1","4","WP09C01332","3","1","4","B","4","positive","4","True"
"0","B_o019_r02581","B_o019_r02583","7","14","3","4","WP09C01335","3","1","3","B","3","positive","3","True"
"2","B_o019_r02547","B_o019_r02571","1","14","1","4","WP09C01336","7","3","2","B","2","positive","2","True"
"0","B_o019_r02611","B_o019_r02613","7","14","3","4","WP09C01340","3","1","3","B","3","positive","3","True"
"0","B_o019_r02543","B_o019_r02567","1","14","1","4","WP09C01343","3","1","4","B","4","positive","4","True"
"0","B_o019_r02540","B_o019_r02564","1","7","1","3","WP09C01344","3","1","1","B","1","positive","1","True"
"0","B_o019_r02570","B_o019_r02576","3","7","2","3","WP09C01345","3","1","2","B","2","positive","2","True"
"0","B_o019_r02537","B_o019_r02561","1","14","1","4","WP09C01351","3","1","4","B","4","positive","4","True"
"1","B_o019_r02539","B_o019_r02541","7","14","3","4","WP09C01355","7","3","3","B","3","positive","3","True"
"0","B_o019_r02539","B_o019_r02563","1","7","1","3","WP09C01355","3","1","1","B","1","positive","1","True"
"0","B_o019_r02541","B_o019_r02565","1","14","1","4","WP09C01355","3","1","4","B","4","positive","4","True"
"6","B_o019_r02575","B_o019_r02599","1","14","1","4","WP09C01357","9","7","4","B","4","positive","4","True"
"0","B_o019_r02593","B_o019_r02599","3","7","2","3","WP09C01357","3","1","2","B","2","positive","2","True"
"2","B_o019_r02549","B_o019_r02573","1","14","1","4","WP09C01365","7","3","2","B","2","positive","2","True"
"2","B_o019_r02617","B_o019_r02619","7","14","3","4","WP09C01366","7","3","3","B","3","positive","3","True"
"0","B_o019_r02617","B_o019_r02623","3","7","2","3","WP09C01366","3","1","2","B","2","positive","2","True"
"0","B_o019_r02619","B_o019_r02625","3","14","2","4","WP09C01366","3","1","5","B","5","positive","5","True"
"0","B_o019_r02618","B_o019_r02624","3","7","2","3","WP09C01369","3","1","2","B","2","positive","2","True"
"0","B_o020_r02707","B_o020_r02709","7","14","3","4","WP09C01373","3","1","3","B","3","positive","3","True"
"0","B_o020_r02714","B_o020_r02720","3","7","2","3","WP09C01374","3","1","2","B","2","positive","2","True"
"0","B_o020_r02648","B_o020_r02672","1","7","1","3","WP09C01377","3","1","1","B","1","positive","1","True"
"1","B_o020_r02645","B_o020_r02651","3","14","2","4","WP09C01378","7","3","1","B","1","positive","1","True"
"0","B_o020_r02651","B_o020_r02675","1","14","1","4","WP09C01378","3","1","4","B","4","positive","4","True"
"1","B_o020_r02643","B_o020_r02649","3","14","2","4","WP09C01383","7","3","1","B","1","positive","1","True"
"0","B_o020_r02649","B_o020_r02673","1","14","1","4","WP09C01383","3","1","4","B","4","positive","4","True"
"5","B_o020_r02647","B_o020_r02653","3","14","2","4","WP09C01384","11","7","1","B","1","positive","1","True"
"0","B_o020_r02647","B_o020_r02671","1","7","1","3","WP09C01384","3","1","1","B","1","positive","1","True"
"0","B_o020_r02653","B_o020_r02677","1","7","1","3","WP09C01384","3","1","1","B","1","positive","1","True"
"5","B_o020_r02671","B_o020_r02677","3","14","2","4","WP09C01384","11","7","1","B","1","positive","1","True"
"0","B_o020_r02654","B_o020_r02678","1","7","1","3","WP09C01385","3","1","1","B","1","positive","1","True"
"0","B_o020_r02701","B_o020_r02703","7","14","3","4","WP09C01388","3","1","3","B","3","positive","3","True"
"2","B_o020_r02667","B_o020_r02691","1","14","1","4","WP09C01394","7","3","2","B","2","positive","2","True"
"0","B_o020_r02660","B_o020_r02684","1","7","1","3","WP09C01396","3","1","1","B","1","positive","1","True"
"0","B_o020_r02717","B_o020_r02723","3","14","2","4","WP09C01397","3","1","5","B","5","positive","5","True"
"0","B_o020_r02690","B_o020_r02696","3","7","2","3","WP09C01399","3","1","2","B","2","positive","2","True"
"0","B_o020_r02657","B_o020_r02681","1","14","1","4","WP09C01404","3","1","4","B","4","positive","4","True"
"1","B_o020_r02659","B_o020_r02661","7","14","3","4","WP09C01407","7","3","3","B","3","positive","3","True"
"0","B_o020_r02659","B_o020_r02683","1","7","1","3","WP09C01407","3","1","1","B","1","positive","1","True"
"0","B_o020_r02661","B_o020_r02685","1","14","1","4","WP09C01407","3","1","4","B","4","positive","4","True"
"0","B_o020_r02689","B_o020_r02695","3","7","2","3","WP09C01409","3","1","2","B","2","positive","2","True"
"6","B_o020_r02689","B_o020_r02713","1","14","1","4","WP09C01409","11","7","2","B","2","positive","2","True"
"6","B_o020_r02695","B_o020_r02719","1","14","1","4","WP09C01409","11","7","2","B","2","positive","2","True"
"0","B_o020_r02713","B_o020_r02719","3","7","2","3","WP09C01409","3","1","2","B","2","positive","2","True"
"0","B_o020_r02663","B_o020_r02687","1","14","1","4","WP09C01415","3","1","4","B","4","positive","4","True"
"2","B_o020_r02669","B_o020_r02693","1","14","1","4","WP09C01416","7","3","2","B","2","positive","2","True"
"0","B_o021_r02827","B_o021_r02829","7","14","3","4","WP09C01423","3","1","3","B","3","positive","3","True"
"0","B_o021_r02869","B_o021_r02871","7","14","3","4","WP09C01424","3","1","3","B","3","positive","3","True"
"0","B_o021_r02834","B_o021_r02840","3","7","2","3","WP09C01425","3","1","2","B","2","positive","2","True"
"0","B_o021_r02768","B_o021_r02792","1","7","1","3","WP09C01430","3","1","1","B","1","positive","1","True"
"1","B_o021_r02765","B_o021_r02771","3","14","2","4","WP09C01431","7","3","1","B","1","positive","1","True"
"0","B_o021_r02771","B_o021_r02795","1","14","1","4","WP09C01431","3","1","4","B","4","positive","4","True"
"0","B_o021_r02769","B_o021_r02793","1","14","1","4","WP09C01436","3","1","4","B","4","positive","4","True"
"0","B_o021_r02773","B_o021_r02797","1","7","1","3","WP09C01439","3","1","1","B","1","positive","1","True"
"5","B_o021_r02791","B_o021_r02797","3","14","2","4","WP09C01439","11","7","1","B","1","positive","1","True"
"0","B_o021_r02774","B_o021_r02798","1","7","1","3","WP09C01440","3","1","1","B","1","positive","1","True"
"0","B_o021_r02821","B_o021_r02823","7","14","3","4","WP09C01443","3","1","3","B","3","positive","3","True"
"0","B_o021_r02780","B_o021_r02804","1","7","1","3","WP09C01450","3","1","1","B","1","positive","1","True"
"0","B_o021_r02837","B_o021_r02843","3","14","2","4","WP09C01451","3","1","5","B","5","positive","5","True"
"0","B_o021_r02810","B_o021_r02816","3","7","2","3","WP09C01453","3","1","2","B","2","positive","2","True"
"0","B_o021_r02777","B_o021_r02801","1","14","1","4","WP09C01458","3","1","4","B","4","positive","4","True"
"1","B_o021_r02779","B_o021_r02781","7","14","3","4","WP09C01462","7","3","3","B","3","positive","3","True"
"0","B_o021_r02779","B_o021_r02803","1","7","1","3","WP09C01462","3","1","1","B","1","positive","1","True"
"0","B_o021_r02781","B_o021_r02805","1","14","1","4","WP09C01462","3","1","4","B","4","positive","4","True"
"0","B_o021_r02861","B_o021_r02867","3","14","2","4","WP09C01464","3","1","5","B","5","positive","5","True"
"6","B_o021_r02815","B_o021_r02839","1","14","1","4","WP09C01465","11","7","2","B","2","positive","2","True"
"0","B_o021_r02833","B_o021_r02839","3","7","2","3","WP09C01465","3","1","2","B","2","positive","2","True"
"0","B_o021_r02783","B_o021_r02807","1","14","1","4","WP09C01474","3","1","4","B","4","positive","4","True"
"2","B_o021_r02789","B_o021_r02813","1","14","1","4","WP09C01476","7","3","2","B","2","positive","2","True"
"2","B_o021_r02857","B_o021_r02859","7","14","3","4","WP09C01477","7","3","3","B","3","positive","3","True"
"0","B_o021_r02857","B_o021_r02863","3","7","2","3","WP09C01477","3","1","2","B","2","positive","2","True"
"0","B_o021_r02859","B_o021_r02865","3","14","2","4","WP09C01477","3","1","5","B","5","positive","5","True"
"0","B_o021_r02858","B_o021_r02864","3","7","2","3","WP09C01482","3","1","2","B","2","positive","2","True"
"0","B_o022_r02947","B_o022_r02949","7","14","3","4","WP09C01488","3","1","3","B","3","positive","3","True"
"0","B_o022_r02989","B_o022_r02991","7","14","3","4","WP09C01489","3","1","3","B","3","positive","3","True"
"0","B_o022_r02954","B_o022_r02960","3","7","2","3","WP09C01490","3","1","2","B","2","positive","2","True"
"0","B_o022_r02888","B_o022_r02912","1","7","1","3","WP09C01495","3","1","1","B","1","positive","1","True"
"1","B_o022_r02885","B_o022_r02891","3","14","2","4","WP09C01496","7","3","1","B","1","positive","1","True"
"0","B_o022_r02891","B_o022_r02915","1","14","1","4","WP09C01496","3","1","4","B","4","positive","4","True"
"0","B_o022_r02889","B_o022_r02913","1","14","1","4","WP09C01501","3","1","4","B","4","positive","4","True"
"0","B_o022_r02893","B_o022_r02917","1","7","1","3","WP09C01504","3","1","1","B","1","positive","1","True"
"5","B_o022_r02911","B_o022_r02917","3","14","2","4","WP09C01504","11","7","1","B","1","positive","1","True"
"0","B_o022_r02894","B_o022_r02918","1","7","1","3","WP09C01505","3","1","1","B","1","positive","1","True"
"0","B_o022_r02941","B_o022_r02943","7","14","3","4","WP09C01508","3","1","3","B","3","positive","3","True"
"0","B_o022_r02900","B_o022_r02924","1","7","1","3","WP09C01515","3","1","1","B","1","positive","1","True"
"0","B_o022_r02957","B_o022_r02963","3","14","2","4","WP09C01516","3","1","5","B","5","positive","5","True"
"0","B_o022_r02930","B_o022_r02936","3","7","2","3","WP09C01518","3","1","2","B","2","positive","2","True"
"0","B_o022_r02897","B_o022_r02921","1","14","1","4","WP09C01523","3","1","4","B","4","positive","4","True"
"1","B_o022_r02899","B_o022_r02901","7","14","3","4","WP09C01527","7","3","3","B","3","positive","3","True"
"0","B_o022_r02899","B_o022_r02923","1","7","1","3","WP09C01527","3","1","1","B","1","positive","1","True"
"0","B_o022_r02901","B_o022_r02925","1","14","1","4","WP09C01527","3","1","4","B","4","positive","4","True"
"0","B_o022_r02981","B_o022_r02987","3","14","2","4","WP09C01529","3","1","5","B","5","positive","5","True"
"6","B_o022_r02935","B_o022_r02959","1","14","1","4","WP09C01530","11","7","2","B","2","positive","2","True"
"0","B_o022_r02953","B_o022_r02959","3","7","2","3","WP09C01530","3","1","2","B","2","positive","2","True"
"0","B_o022_r02903","B_o022_r02927","1","14","1","4","WP09C01539","3","1","4","B","4","positive","4","True"
"2","B_o022_r02909","B_o022_r02933","1","14","1","4","WP09C01541","7","3","2","B","2","positive","2","True"
"2","B_o022_r02977","B_o022_r02979","7","14","3","4","WP09C01542","7","3","3","B","3","positive","3","True"
"0","B_o022_r02977","B_o022_r02983","3","7","2","3","WP09C01542","3","1","2","B","2","positive","2","True"
"0","B_o022_r02979","B_o022_r02985","3","14","2","4","WP09C01542","3","1","5","B","5","positive","5","True"
"0","B_o022_r02978","B_o022_r02984","3","7","2","3","WP09C01547","3","1","2","B","2","positive","2","True"
"0","B_o023_r03067","B_o023_r03069","7","14","3","4","WP09C01553","3","1","3","B","3","positive","3","True"
"0","B_o023_r03109","B_o023_r03111","7","14","3","4","WP09C01554","3","1","3","B","3","positive","3","True"
"0","B_o023_r03074","B_o023_r03080","3","7","2","3","WP09C01555","3","1","2","B","2","positive","2","True"
"0","B_o023_r03008","B_o023_r03032","1","7","1","3","WP09C01561","3","1","1","B","1","positive","1","True"
"1","B_o023_r03005","B_o023_r03011","3","14","2","4","WP09C01563","7","3","1","B","1","positive","1","True"
"0","B_o023_r03011","B_o023_r03035","1","14","1","4","WP09C01563","3","1","4","B","4","positive","4","True"
"0","B_o023_r03009","B_o023_r03033","1","14","1","4","WP09C01571","3","1","4","B","4","positive","4","True"
"0","B_o023_r03014","B_o023_r03038","1","7","1","3","WP09C01576","3","1","1","B","1","positive","1","True"
"0","B_o023_r03091","B_o023_r03093","7","14","3","4","WP09C01585","3","1","3","B","3","positive","3","True"
"0","B_o023_r03020","B_o023_r03044","1","7","1","3","WP09C01586","3","1","1","B","1","positive","1","True"
"0","B_o023_r03077","B_o023_r03083","3","14","2","4","WP09C01587","3","1","5","B","5","positive","5","True"
"0","B_o023_r03050","B_o023_r03056","3","7","2","3","WP09C01589","3","1","2","B","2","positive","2","True"
"0","B_o023_r03017","B_o023_r03041","1","14","1","4","WP09C01595","3","1","4","B","4","positive","4","True"
"1","B_o023_r03019","B_o023_r03021","7","14","3","4","WP09C01599","7","3","3","B","3","positive","3","True"
"0","B_o023_r03019","B_o023_r03043","1","7","1","3","WP09C01599","3","1","1","B","1","positive","1","True"
"0","B_o023_r03021","B_o023_r03045","1","14","1","4","WP09C01599","3","1","4","B","4","positive","4","True"
"0","B_o023_r03101","B_o023_r03107","3","14","2","4","WP09C01601","3","1","5","B","5","positive","5","True"
"0","B_o023_r03115","B_o023_r03117","7","14","3","4","WP09C01603","3","1","3","B","3","positive","3","True"
"0","B_o023_r03061","B_o023_r03063","7","14","3","4","WP09C01612","3","1","3","B","3","positive","3","True"
"0","B_o023_r03023","B_o023_r03047","1","14","1","4","WP09C01615","3","1","4","B","4","positive","4","True"
"2","B_o023_r03029","B_o023_r03053","1","14","1","4","WP09C01617","7","3","2","B","2","positive","2","True"
"2","B_o023_r03097","B_o023_r03099","7","14","3","4","WP09C01618","7","3","3","B","3","positive","3","True"
"0","B_o023_r03097","B_o023_r03103","3","7","2","3","WP09C01618","3","1","2","B","2","positive","2","True"
"0","B_o023_r03099","B_o023_r03105","3","14","2","4","WP09C01618","3","1","5","B","5","positive","5","True"
"0","B_o023_r03098","B_o023_r03104","3","7","2","3","WP09C01623","3","1","2","B","2","positive","2","True"
"0","B_o023_r03015","B_o023_r03039","1","14","1","4","WP09C01626","3","1","4","B","4","positive","4","True"
"0","B_o024_r03187","B_o024_r03189","7","14","3","4","WP09C01630","3","1","3","B","3","positive","3","True"
"0","B_o024_r03229","B_o024_r03231","7","14","3","4","WP09C01631","3","1","3","B","3","positive","3","True"
"0","B_o024_r03194","B_o024_r03200","3","7","2","3","WP09C01632","3","1","2","B","2","positive","2","True"
"0","B_o024_r03128","B_o024_r03152","1","7","1","3","WP09C01638","3","1","1","B","1","positive","1","True"
"1","B_o024_r03125","B_o024_r03131","3","14","2","4","WP09C01640","7","3","1","B","1","positive","1","True"
"0","B_o024_r03131","B_o024_r03155","1","14","1","4","WP09C01640","3","1","4","B","4","positive","4","True"
"0","B_o024_r03129","B_o024_r03153","1","14","1","4","WP09C01648","3","1","4","B","4","positive","4","True"
"0","B_o024_r03134","B_o024_r03158","1","7","1","3","WP09C01653","3","1","1","B","1","positive","1","True"
"0","B_o024_r03211","B_o024_r03213","7","14","3","4","WP09C01662","3","1","3","B","3","positive","3","True"
"0","B_o024_r03140","B_o024_r03164","1","7","1","3","WP09C01663","3","1","1","B","1","positive","1","True"
"0","B_o024_r03197","B_o024_r03203","3","14","2","4","WP09C01664","3","1","5","B","5","positive","5","True"
"0","B_o024_r03170","B_o024_r03176","3","7","2","3","WP09C01666","3","1","2","B","2","positive","2","True"
"0","B_o024_r03137","B_o024_r03161","1","14","1","4","WP09C01672","3","1","4","B","4","positive","4","True"
"1","B_o024_r03139","B_o024_r03141","7","14","3","4","WP09C01676","7","3","3","B","3","positive","3","True"
"0","B_o024_r03139","B_o024_r03163","1","7","1","3","WP09C01676","3","1","1","B","1","positive","1","True"
"0","B_o024_r03141","B_o024_r03165","1","14","1","4","WP09C01676","3","1","4","B","4","positive","4","True"
"0","B_o024_r03221","B_o024_r03227","3","14","2","4","WP09C01678","3","1","5","B","5","positive","5","True"
"0","B_o024_r03235","B_o024_r03237","7","14","3","4","WP09C01680","3","1","3","B","3","positive","3","True"
"0","B_o024_r03181","B_o024_r03183","7","14","3","4","WP09C01689","3","1","3","B","3","positive","3","True"
"0","B_o024_r03143","B_o024_r03167","1","14","1","4","WP09C01692","3","1","4","B","4","positive","4","True"
"2","B_o024_r03149","B_o024_r03173","1","14","1","4","WP09C01694","7","3","2","B","2","positive","2","True"
"2","B_o024_r03217","B_o024_r03219","7","14","3","4","WP09C01695","7","3","3","B","3","positive","3","True"
"0","B_o024_r03217","B_o024_r03223","3","7","2","3","WP09C01695","3","1","2","B","2","positive","2","True"
"0","B_o024_r03219","B_o024_r03225","3","14","2","4","WP09C01695","3","1","5","B","5","positive","5","True"
"0","B_o024_r03218","B_o024_r03224","3","7","2","3","WP09C01700","3","1","2","B","2","positive","2","True"
"0","B_o024_r03135","B_o024_r03159","1","14","1","4","WP09C01703","3","1","4","B","4","positive","4","True"
"0","B_o025_r03307","B_o025_r03309","7","14","3","4","WP09C01706","3","1","3","B","3","positive","3","True"
"0","B_o025_r03349","B_o025_r03351","7","14","3","4","WP09C01708","3","1","3","B","3","positive","3","True"
"0","B_o025_r03314","B_o025_r03320","3","7","2","3","WP09C01709","3","1","2","B","2","positive","2","True"
"0","B_o025_r03315","B_o025_r03321","3","14","2","4","WP09C01713","3","1","5","B","5","positive","5","True"
"0","B_o025_r03248","B_o025_r03272","1","7","1","3","WP09C01714","3","1","1","B","1","positive","1","True"
"1","B_o025_r03245","B_o025_r03251","3","14","2","4","WP09C01716","7","3","1","B","1","positive","1","True"
"0","B_o025_r03251","B_o025_r03275","1","14","1","4","WP09C01716","3","1","4","B","4","positive","4","True"
"0","B_o025_r03249","B_o025_r03273","1","14","1","4","WP09C01721","3","1","4","B","4","positive","4","True"
"0","B_o025_r03254","B_o025_r03278","1","7","1","3","WP09C01724","3","1","1","B","1","positive","1","True"
"0","B_o025_r03331","B_o025_r03333","7","14","3","4","WP09C01729","3","1","3","B","3","positive","3","True"
"0","B_o025_r03317","B_o025_r03323","3","14","2","4","WP09C01730","3","1","5","B","5","positive","5","True"
"0","B_o025_r03290","B_o025_r03296","3","7","2","3","WP09C01731","3","1","2","B","2","positive","2","True"
"0","B_o025_r03257","B_o025_r03281","1","14","1","4","WP09C01735","3","1","4","B","4","positive","4","True"
"1","B_o025_r03259","B_o025_r03261","7","14","3","4","WP09C01737","7","3","3","B","3","positive","3","True"
"0","B_o025_r03259","B_o025_r03283","1","7","1","3","WP09C01737","3","1","1","B","1","positive","1","True"
"0","B_o025_r03261","B_o025_r03285","1","14","1","4","WP09C01737","3","1","4","B","4","positive","4","True"
"0","B_o025_r03325","B_o025_r03327","7","14","3","4","WP09C01739","3","1","3","B","3","positive","3","True"
"0","B_o025_r03301","B_o025_r03303","7","14","3","4","WP09C01751","3","1","3","B","3","positive","3","True"
"2","B_o025_r03269","B_o025_r03293","1","14","1","4","WP09C01754","7","3","2","B","2","positive","2","True"
"2","B_o025_r03337","B_o025_r03339","7","14","3","4","WP09C01756","7","3","3","B","3","positive","3","True"
"0","B_o025_r03337","B_o025_r03343","3","7","2","3","WP09C01756","3","1","2","B","2","positive","2","True"
"0","B_o025_r03339","B_o025_r03345","3","14","2","4","WP09C01756","3","1","5","B","5","positive","5","True"
"0","B_o025_r03255","B_o025_r03279","1","14","1","4","WP09C01757","3","1","4","B","4","positive","4","True"
"0","B_o026_r03375","B_o026_r03399","1","14","1","4","WP09C01760","3","1","4","B","4","positive","4","True"
"0","B_o026_r03427","B_o026_r03429","7","14","3","4","WP09C01761","3","1","3","B","3","positive","3","True"
"0","B_o026_r03434","B_o026_r03440","3","7","2","3","WP09C01762","3","1","2","B","2","positive","2","True"
"0","B_o026_r03368","B_o026_r03392","1","7","1","3","WP09C01765","3","1","1","B","1","positive","1","True"
"0","B_o026_r03369","B_o026_r03393","1","14","1","4","WP09C01767","3","1","4","B","4","positive","4","True"
"5","B_o026_r03367","B_o026_r03373","3","14","2","4","WP09C01773","11","9","1","B","1","positive","1","True"
"0","B_o026_r03367","B_o026_r03391","1","7","1","3","WP09C01773","3","1","1","B","1","positive","1","True"
"0","B_o026_r03373","B_o026_r03397","1","7","1","3","WP09C01773","3","1","1","B","1","positive","1","True"
"5","B_o026_r03391","B_o026_r03397","3","14","2","4","WP09C01773","11","9","1","B","1","positive","1","True"
"0","B_o026_r03374","B_o026_r03398","1","7","1","3","WP09C01774","3","1","1","B","1","positive","1","True"
"0","B_o026_r03421","B_o026_r03423","7","14","3","4","WP09C01778","3","1","3","B","3","positive","3","True"
"0","B_o026_r03380","B_o026_r03404","1","7","1","3","WP09C01786","3","1","1","B","1","positive","1","True"
"0","B_o026_r03437","B_o026_r03443","3","14","2","4","WP09C01787","3","1","5","B","5","positive","5","True"
"0","B_o026_r03410","B_o026_r03416","3","7","2","3","WP09C01788","3","1","2","B","2","positive","2","True"
"0","B_o026_r03377","B_o026_r03401","1","14","1","4","WP09C01792","3","1","4","B","4","positive","4","True"
"0","B_o026_r03381","B_o026_r03405","1","14","1","4","WP09C01793","3","1","4","B","4","positive","4","True"
"0","B_o026_r03379","B_o026_r03403","1","7","1","3","WP09C01796","3","1","1","B","1","positive","1","True"
"0","B_o026_r03371","B_o026_r03395","1","14","1","4","WP09C01797","3","1","4","B","4","positive","4","True"
"0","B_o026_r03409","B_o026_r03415","3","7","2","3","WP09C01798","3","1","2","B","2","positive","2","True"
"6","B_o026_r03409","B_o026_r03433","1","14","1","4","WP09C01798","11","9","2","B","2","positive","2","True"
"6","B_o026_r03415","B_o026_r03439","1","14","1","4","WP09C01798","11","9","2","B","2","positive","2","True"
"0","B_o026_r03433","B_o026_r03439","3","7","2","3","WP09C01798","3","1","2","B","2","positive","2","True"
"0","B_o026_r03383","B_o026_r03407","1","14","1","4","WP09C01804","3","1","4","B","4","positive","4","True"
"0","B_o027_r03495","B_o027_r03519","1","14","1","4","WP09C01814","3","1","4","B","4","positive","4","True"
"0","B_o027_r03547","B_o027_r03549","7","14","3","4","WP09C01815","3","1","3","B","3","positive","3","True"
"0","B_o027_r03589","B_o027_r03591","7","14","3","4","WP09C01816","3","1","3","B","3","positive","3","True"
"0","B_o027_r03554","B_o027_r03560","3","7","2","3","WP09C01817","3","1","2","B","2","positive","2","True"
"0","B_o027_r03488","B_o027_r03512","1","7","1","3","WP09C01823","3","1","1","B","1","positive","1","True"
"0","B_o027_r03493","B_o027_r03517","1","7","1","3","WP09C01832","3","1","1","B","1","positive","1","True"
"5","B_o027_r03511","B_o027_r03517","3","14","2","4","WP09C01832","11","9","1","B","1","positive","1","True"
"0","B_o027_r03494","B_o027_r03518","1","7","1","3","WP09C01833","3","1","1","B","1","positive","1","True"
"0","B_o027_r03541","B_o027_r03543","7","14","3","4","WP09C01837","3","1","3","B","3","positive","3","True"
"0","B_o027_r03500","B_o027_r03524","1","7","1","3","WP09C01844","3","1","1","B","1","positive","1","True"
"0","B_o027_r03557","B_o027_r03563","3","14","2","4","WP09C01845","3","1","5","B","5","positive","5","True"
"0","B_o027_r03530","B_o027_r03536","3","7","2","3","WP09C01846","3","1","2","B","2","positive","2","True"
"0","B_o027_r03497","B_o027_r03521","1","14","1","4","WP09C01850","3","1","4","B","4","positive","4","True"
"0","B_o027_r03501","B_o027_r03525","1","14","1","4","WP09C01852","3","1","4","B","4","positive","4","True"
"0","B_o027_r03499","B_o027_r03523","1","7","1","3","WP09C01855","3","1","1","B","1","positive","1","True"
"0","B_o027_r03581","B_o027_r03587","3","14","2","4","WP09C01856","3","1","5","B","5","positive","5","True"
"0","B_o027_r03491","B_o027_r03515","1","14","1","4","WP09C01857","3","1","4","B","4","positive","4","True"
"6","B_o027_r03535","B_o027_r03559","1","14","1","4","WP09C01858","11","9","2","B","2","positive","2","True"
"0","B_o027_r03553","B_o027_r03559","3","7","2","3","WP09C01858","3","1","2","B","2","positive","2","True"
"0","B_o027_r03503","B_o027_r03527","1","14","1","4","WP09C01867","3","1","4","B","4","positive","4","True"
"0","B_o027_r03577","B_o027_r03583","3","7","2","3","WP09C01871","3","1","2","B","2","positive","2","True"
"0","B_o027_r03578","B_o027_r03584","3","7","2","3","WP09C01876","3","1","2","B","2","positive","2","True"
"0","B_o028_r03615","B_o028_r03639","1","14","1","4","WP09C01882","3","1","4","B","4","positive","4","True"
"0","B_o028_r03667","B_o028_r03669","7","14","3","4","WP09C01883","3","1","3","B","3","positive","3","True"
"0","B_o028_r03709","B_o028_r03711","7","14","3","4","WP09C01884","3","1","3","B","3","positive","3","True"
"0","B_o028_r03674","B_o028_r03680","3","7","2","3","WP09C01885","3","1","2","B","2","positive","2","True"
"0","B_o028_r03608","B_o028_r03632","1","7","1","3","WP09C01891","3","1","1","B","1","positive","1","True"
"0","B_o028_r03613","B_o028_r03637","1","7","1","3","WP09C01900","3","1","1","B","1","positive","1","True"
"5","B_o028_r03631","B_o028_r03637","3","14","2","4","WP09C01900","11","9","1","B","1","positive","1","True"
"0","B_o028_r03614","B_o028_r03638","1","7","1","3","WP09C01901","3","1","1","B","1","positive","1","True"
"0","B_o028_r03661","B_o028_r03663","7","14","3","4","WP09C01905","3","1","3","B","3","positive","3","True"
"0","B_o028_r03620","B_o028_r03644","1","7","1","3","WP09C01912","3","1","1","B","1","positive","1","True"
"0","B_o028_r03677","B_o028_r03683","3","14","2","4","WP09C01913","3","1","5","B","5","positive","5","True"
"0","B_o028_r03650","B_o028_r03656","3","7","2","3","WP09C01914","3","1","2","B","2","positive","2","True"
"0","B_o028_r03617","B_o028_r03641","1","14","1","4","WP09C01918","3","1","4","B","4","positive","4","True"
"0","B_o028_r03621","B_o028_r03645","1","14","1","4","WP09C01920","3","1","4","B","4","positive","4","True"
"0","B_o028_r03619","B_o028_r03643","1","7","1","3","WP09C01923","3","1","1","B","1","positive","1","True"
"0","B_o028_r03701","B_o028_r03707","3","14","2","4","WP09C01924","3","1","5","B","5","positive","5","True"
"0","B_o028_r03611","B_o028_r03635","1","14","1","4","WP09C01925","3","1","4","B","4","positive","4","True"
"6","B_o028_r03655","B_o028_r03679","1","14","1","4","WP09C01926","11","9","2","B","2","positive","2","True"
"0","B_o028_r03673","B_o028_r03679","3","7","2","3","WP09C01926","3","1","2","B","2","positive","2","True"
"0","B_o028_r03623","B_o028_r03647","1","14","1","4","WP09C01935","3","1","4","B","4","positive","4","True"
"0","B_o028_r03697","B_o028_r03703","3","7","2","3","WP09C01939","3","1","2","B","2","positive","2","True"
"0","B_o028_r03698","B_o028_r03704","3","7","2","3","WP09C01944","3","1","2","B","2","positive","2","True"
