"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"43","","[5,4,3,1,2]","25","[1,2,3,4,5]","","","[11,15,9,5,3]","[3,5,9,11,15]","B_o082_r10176","5","[1,2,4,7,11]","B","125","82"
"43","-7","[2,3,4,5,1]","25","[1,2,3,4,5]","28","21","[15,3,5,9,11]","[3,5,9,11,15]","B_o082_r10177","5","[1,2,4,7,11]","B","125","82"
"43","-11","[2,3,5,4,1]","25","[1,2,3,4,5]","32","21","[15,3,5,11,9]","[3,5,9,11,15]","B_o082_r10178","5","[1,2,4,7,11]","B","125","82"
"43","","[2,4,3,5,1]","25","[1,2,3,4,5]","","","[15,3,9,5,11]","[3,5,9,11,15]","B_o082_r10179","5","[1,2,4,7,11]","B","125","82"
"43","-16","[2,5,3,4,1]","25","[1,2,3,4,5]","39","23","[15,3,9,11,5]","[3,5,9,11,15]","B_o082_r10180","5","[1,2,4,7,11]","B","125","82"
"43","-13","[2,4,5,3,1]","25","[1,2,3,4,5]","38","25","[15,3,11,5,9]","[3,5,9,11,15]","B_o082_r10181","5","[1,2,4,7,11]","B","125","82"
"43","-17","[2,5,4,3,1]","25","[1,2,3,4,5]","42","25","[15,3,11,9,5]","[3,5,9,11,15]","B_o082_r10182","5","[1,2,4,7,11]","B","125","82"
"43","-6","[3,2,4,5,1]","25","[1,2,3,4,5]","29","23","[15,5,3,9,11]","[3,5,9,11,15]","B_o082_r10183","5","[1,2,4,7,11]","B","125","82"
"43","-10","[3,2,5,4,1]","25","[1,2,3,4,5]","33","23","[15,5,3,11,9]","[3,5,9,11,15]","B_o082_r10184","5","[1,2,4,7,11]","B","125","82"
"43","","[4,2,3,5,1]","25","[1,2,3,4,5]","","","[15,5,9,3,11]","[3,5,9,11,15]","B_o082_r10185","5","[1,2,4,7,11]","B","125","82"
"43","-22","[5,2,3,4,1]","25","[1,2,3,4,5]","47","25","[15,5,9,11,3]","[3,5,9,11,15]","B_o082_r10186","5","[1,2,4,7,11]","B","125","82"
"43","-15","[4,2,5,3,1]","25","[1,2,3,4,5]","42","27","[15,5,11,3,9]","[3,5,9,11,15]","B_o082_r10187","5","[1,2,4,7,11]","B","125","82"
"43","-23","[5,2,4,3,1]","25","[1,2,3,4,5]","50","27","[15,5,11,9,3]","[3,5,9,11,15]","B_o082_r10188","5","[1,2,4,7,11]","B","125","82"
"43","-7","[3,4,2,5,1]","25","[1,2,3,4,5]","34","27","[15,9,3,5,11]","[3,5,9,11,15]","B_o082_r10189","5","[1,2,4,7,11]","B","125","82"
"43","-15","[3,5,2,4,1]","25","[1,2,3,4,5]","42","27","[15,9,3,11,5]","[3,5,9,11,15]","B_o082_r10190","5","[1,2,4,7,11]","B","125","82"
"43","-10","[4,3,2,5,1]","25","[1,2,3,4,5]","37","27","[15,9,5,3,11]","[3,5,9,11,15]","B_o082_r10191","5","[1,2,4,7,11]","B","125","82"
"43","-22","[5,3,2,4,1]","25","[1,2,3,4,5]","49","27","[15,9,5,11,3]","[3,5,9,11,15]","B_o082_r10192","5","[1,2,4,7,11]","B","125","82"
"43","-20","[4,5,2,3,1]","25","[1,2,3,4,5]","51","31","[15,9,11,3,5]","[3,5,9,11,15]","B_o082_r10193","5","[1,2,4,7,11]","B","125","82"
"43","-24","[5,4,2,3,1]","25","[1,2,3,4,5]","55","31","[15,9,11,5,3]","[3,5,9,11,15]","B_o082_r10194","5","[1,2,4,7,11]","B","125","82"
"43","","[3,4,5,2,1]","25","[1,2,3,4,5]","","","[15,11,3,5,9]","[3,5,9,11,15]","B_o082_r10195","5","[1,2,4,7,11]","B","125","82"
"43","","[3,5,4,2,1]","25","[1,2,3,4,5]","","","[15,11,3,9,5]","[3,5,9,11,15]","B_o082_r10196","5","[1,2,4,7,11]","B","125","82"
"43","","[4,3,5,2,1]","25","[1,2,3,4,5]","","","[15,11,5,3,9]","[3,5,9,11,15]","B_o082_r10197","5","[1,2,4,7,11]","B","125","82"
"43","","[5,3,4,2,1]","25","[1,2,3,4,5]","","","[15,11,5,9,3]","[3,5,9,11,15]","B_o082_r10198","5","[1,2,4,7,11]","B","125","82"
"43","","[4,5,3,2,1]","25","[1,2,3,4,5]","","","[15,11,9,3,5]","[3,5,9,11,15]","B_o082_r10199","5","[1,2,4,7,11]","B","125","82"
"43","","[5,4,3,2,1]","25","[1,2,3,4,5]","","","[15,11,9,5,3]","[3,5,9,11,15]","B_o082_r10200","5","[1,2,4,7,11]","B","125","82"
"45","0","[1,2,3,4,5]","25","[1,2,3,4,5]","11","11","[3,5,9,11,17]","[3,5,9,11,17]","B_o083_r10201","5","[1,2,4,7,11]","B","25","16"
"45","-1","[1,2,3,5,4]","25","[1,2,3,4,5]","15","14","[3,5,9,17,11]","[3,5,9,11,17]","B_o083_r10202","5","[1,2,4,7,11]","B","25","16"
"45","1","[1,2,4,3,5]","25","[1,2,3,4,5]","12","13","[3,5,11,9,17]","[3,5,9,11,17]","B_o083_r10203","5","[1,2,4,7,11]","B","25","16"
"45","-4","[1,2,5,3,4]","25","[1,2,3,4,5]","20","16","[3,5,11,17,9]","[3,5,9,11,17]","B_o083_r10204","5","[1,2,4,7,11]","B","25","16"
"45","0","[1,2,4,5,3]","25","[1,2,3,4,5]","19","19","[3,5,17,9,11]","[3,5,9,11,17]","B_o083_r10205","5","[1,2,4,7,11]","B","25","16"
"45","-4","[1,2,5,4,3]","25","[1,2,3,4,5]","23","19","[3,5,17,11,9]","[3,5,9,11,17]","B_o083_r10206","5","[1,2,4,7,11]","B","25","16"
"45","2","[1,3,2,4,5]","25","[1,2,3,4,5]","11","13","[3,9,5,11,17]","[3,5,9,11,17]","B_o083_r10207","5","[1,2,4,7,11]","B","25","16"
"45","1","[1,3,2,5,4]","25","[1,2,3,4,5]","15","16","[3,9,5,17,11]","[3,5,9,11,17]","B_o083_r10208","5","[1,2,4,7,11]","B","25","16"
"45","2","[1,4,2,3,5]","25","[1,2,3,4,5]","15","17","[3,9,11,5,17]","[3,5,9,11,17]","B_o083_r10209","5","[1,2,4,7,11]","B","25","16"
"45","-7","[1,5,2,3,4]","25","[1,2,3,4,5]","27","20","[3,9,11,17,5]","[3,5,9,11,17]","B_o083_r10210","5","[1,2,4,7,11]","B","25","16"
"45","1","[1,4,2,5,3]","25","[1,2,3,4,5]","22","23","[3,9,17,5,11]","[3,5,9,11,17]","B_o083_r10211","5","[1,2,4,7,11]","B","25","16"
"45","-7","[1,5,2,4,3]","25","[1,2,3,4,5]","30","23","[3,9,17,11,5]","[3,5,9,11,17]","B_o083_r10212","5","[1,2,4,7,11]","B","25","16"
"45","1","[1,3,4,2,5]","25","[1,2,3,4,5]","14","15","[3,11,5,9,17]","[3,5,9,11,17]","B_o083_r10213","5","[1,2,4,7,11]","B","25","16"
"45","-4","[1,3,5,2,4]","25","[1,2,3,4,5]","22","18","[3,11,5,17,9]","[3,5,9,11,17]","B_o083_r10214","5","[1,2,4,7,11]","B","25","16"
"45","0","[1,4,3,2,5]","25","[1,2,3,4,5]","17","17","[3,11,9,5,17]","[3,5,9,11,17]","B_o083_r10215","5","[1,2,4,7,11]","B","25","16"
"45","","[1,5,3,2,4]","25","[1,2,3,4,5]","","","[3,11,9,17,5]","[3,5,9,11,17]","B_o083_r10216","5","[1,2,4,7,11]","B","25","16"
"45","-6","[1,4,5,2,3]","25","[1,2,3,4,5]","31","25","[3,11,17,5,9]","[3,5,9,11,17]","B_o083_r10217","5","[1,2,4,7,11]","B","25","16"
"45","-10","[1,5,4,2,3]","25","[1,2,3,4,5]","35","25","[3,11,17,9,5]","[3,5,9,11,17]","B_o083_r10218","5","[1,2,4,7,11]","B","25","16"
"45","-2","[1,3,4,5,2]","25","[1,2,3,4,5]","23","21","[3,17,5,9,11]","[3,5,9,11,17]","B_o083_r10219","5","[1,2,4,7,11]","B","25","16"
"45","-6","[1,3,5,4,2]","25","[1,2,3,4,5]","27","21","[3,17,5,11,9]","[3,5,9,11,17]","B_o083_r10220","5","[1,2,4,7,11]","B","25","16"
"45","-3","[1,4,3,5,2]","25","[1,2,3,4,5]","26","23","[3,17,9,5,11]","[3,5,9,11,17]","B_o083_r10221","5","[1,2,4,7,11]","B","25","16"
"45","-11","[1,5,3,4,2]","25","[1,2,3,4,5]","34","23","[3,17,9,11,5]","[3,5,9,11,17]","B_o083_r10222","5","[1,2,4,7,11]","B","25","16"
"45","-8","[1,4,5,3,2]","25","[1,2,3,4,5]","33","25","[3,17,11,5,9]","[3,5,9,11,17]","B_o083_r10223","5","[1,2,4,7,11]","B","25","16"
"45","-12","[1,5,4,3,2]","25","[1,2,3,4,5]","37","25","[3,17,11,9,5]","[3,5,9,11,17]","B_o083_r10224","5","[1,2,4,7,11]","B","25","16"
"45","","[2,1,3,4,5]","25","[1,2,3,4,5]","","","[5,3,9,11,17]","[3,5,9,11,17]","B_o083_r10225","5","[1,2,4,7,11]","B","25","16"
"45","","[2,1,3,5,4]","25","[1,2,3,4,5]","","","[5,3,9,17,11]","[3,5,9,11,17]","B_o083_r10226","5","[1,2,4,7,11]","B","25","16"
"45","","[2,1,4,3,5]","25","[1,2,3,4,5]","","","[5,3,11,9,17]","[3,5,9,11,17]","B_o083_r10227","5","[1,2,4,7,11]","B","25","16"
"45","","[2,1,5,3,4]","25","[1,2,3,4,5]","","","[5,3,11,17,9]","[3,5,9,11,17]","B_o083_r10228","5","[1,2,4,7,11]","B","25","16"
"45","","[2,1,4,5,3]","25","[1,2,3,4,5]","","","[5,3,17,9,11]","[3,5,9,11,17]","B_o083_r10229","5","[1,2,4,7,11]","B","25","16"
"45","","[2,1,5,4,3]","25","[1,2,3,4,5]","","","[5,3,17,11,9]","[3,5,9,11,17]","B_o083_r10230","5","[1,2,4,7,11]","B","25","16"
"45","3","[3,1,2,4,5]","25","[1,2,3,4,5]","12","15","[5,9,3,11,17]","[3,5,9,11,17]","B_o083_r10231","5","[1,2,4,7,11]","B","25","16"
"45","2","[3,1,2,5,4]","25","[1,2,3,4,5]","16","18","[5,9,3,17,11]","[3,5,9,11,17]","B_o083_r10232","5","[1,2,4,7,11]","B","25","16"
"45","0","[4,1,2,3,5]","25","[1,2,3,4,5]","19","19","[5,9,11,3,17]","[3,5,9,11,17]","B_o083_r10233","5","[1,2,4,7,11]","B","25","16"
"45","-13","[5,1,2,3,4]","25","[1,2,3,4,5]","35","22","[5,9,11,17,3]","[3,5,9,11,17]","B_o083_r10234","5","[1,2,4,7,11]","B","25","16"
"45","-1","[4,1,2,5,3]","25","[1,2,3,4,5]","26","25","[5,9,17,3,11]","[3,5,9,11,17]","B_o083_r10235","5","[1,2,4,7,11]","B","25","16"
"45","-13","[5,1,2,4,3]","25","[1,2,3,4,5]","38","25","[5,9,17,11,3]","[3,5,9,11,17]","B_o083_r10236","5","[1,2,4,7,11]","B","25","16"
"45","2","[3,1,4,2,5]","25","[1,2,3,4,5]","15","17","[5,11,3,9,17]","[3,5,9,11,17]","B_o083_r10237","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,1,5,2,4]","25","[1,2,3,4,5]","23","20","[5,11,3,17,9]","[3,5,9,11,17]","B_o083_r10238","5","[1,2,4,7,11]","B","25","16"
"45","-2","[4,1,3,2,5]","25","[1,2,3,4,5]","21","19","[5,11,9,3,17]","[3,5,9,11,17]","B_o083_r10239","5","[1,2,4,7,11]","B","25","16"
"45","","[5,1,3,2,4]","25","[1,2,3,4,5]","","","[5,11,9,17,3]","[3,5,9,11,17]","B_o083_r10240","5","[1,2,4,7,11]","B","25","16"
"45","-8","[4,1,5,2,3]","25","[1,2,3,4,5]","35","27","[5,11,17,3,9]","[3,5,9,11,17]","B_o083_r10241","5","[1,2,4,7,11]","B","25","16"
"45","-16","[5,1,4,2,3]","25","[1,2,3,4,5]","43","27","[5,11,17,9,3]","[3,5,9,11,17]","B_o083_r10242","5","[1,2,4,7,11]","B","25","16"
"45","-1","[3,1,4,5,2]","25","[1,2,3,4,5]","24","23","[5,17,3,9,11]","[3,5,9,11,17]","B_o083_r10243","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,1,5,4,2]","25","[1,2,3,4,5]","28","23","[5,17,3,11,9]","[3,5,9,11,17]","B_o083_r10244","5","[1,2,4,7,11]","B","25","16"
"45","-5","[4,1,3,5,2]","25","[1,2,3,4,5]","30","25","[5,17,9,3,11]","[3,5,9,11,17]","B_o083_r10245","5","[1,2,4,7,11]","B","25","16"
"45","-17","[5,1,3,4,2]","25","[1,2,3,4,5]","42","25","[5,17,9,11,3]","[3,5,9,11,17]","B_o083_r10246","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,1,5,3,2]","25","[1,2,3,4,5]","37","27","[5,17,11,3,9]","[3,5,9,11,17]","B_o083_r10247","5","[1,2,4,7,11]","B","25","16"
"45","-18","[5,1,4,3,2]","25","[1,2,3,4,5]","45","27","[5,17,11,9,3]","[3,5,9,11,17]","B_o083_r10248","5","[1,2,4,7,11]","B","25","16"
"45","1","[2,3,1,4,5]","25","[1,2,3,4,5]","12","13","[9,3,5,11,17]","[3,5,9,11,17]","B_o083_r10249","5","[1,2,4,7,11]","B","25","16"
"45","0","[2,3,1,5,4]","25","[1,2,3,4,5]","16","16","[9,3,5,17,11]","[3,5,9,11,17]","B_o083_r10250","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,1,3,5]","25","[1,2,3,4,5]","","","[9,3,11,5,17]","[3,5,9,11,17]","B_o083_r10251","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,1,3,4]","25","[1,2,3,4,5]","","","[9,3,11,17,5]","[3,5,9,11,17]","B_o083_r10252","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,1,5,3]","25","[1,2,3,4,5]","","","[9,3,17,5,11]","[3,5,9,11,17]","B_o083_r10253","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,1,4,3]","25","[1,2,3,4,5]","","","[9,3,17,11,5]","[3,5,9,11,17]","B_o083_r10254","5","[1,2,4,7,11]","B","25","16"
"45","2","[3,2,1,4,5]","25","[1,2,3,4,5]","13","15","[9,5,3,11,17]","[3,5,9,11,17]","B_o083_r10255","5","[1,2,4,7,11]","B","25","16"
"45","1","[3,2,1,5,4]","25","[1,2,3,4,5]","17","18","[9,5,3,17,11]","[3,5,9,11,17]","B_o083_r10256","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,1,3,5]","25","[1,2,3,4,5]","","","[9,5,11,3,17]","[3,5,9,11,17]","B_o083_r10257","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[9,5,11,17,3]","[3,5,9,11,17]","B_o083_r10258","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,1,5,3]","25","[1,2,3,4,5]","","","[9,5,17,3,11]","[3,5,9,11,17]","B_o083_r10259","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[9,5,17,11,3]","[3,5,9,11,17]","B_o083_r10260","5","[1,2,4,7,11]","B","25","16"
"45","0","[3,4,1,2,5]","25","[1,2,3,4,5]","21","21","[9,11,3,5,17]","[3,5,9,11,17]","B_o083_r10261","5","[1,2,4,7,11]","B","25","16"
"45","-9","[3,5,1,2,4]","25","[1,2,3,4,5]","33","24","[9,11,3,17,5]","[3,5,9,11,17]","B_o083_r10262","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,1,2,5]","25","[1,2,3,4,5]","","","[9,11,5,3,17]","[3,5,9,11,17]","B_o083_r10263","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,1,2,4]","25","[1,2,3,4,5]","","","[9,11,5,17,3]","[3,5,9,11,17]","B_o083_r10264","5","[1,2,4,7,11]","B","25","16"
"45","-14","[4,5,1,2,3]","25","[1,2,3,4,5]","45","31","[9,11,17,3,5]","[3,5,9,11,17]","B_o083_r10265","5","[1,2,4,7,11]","B","25","16"
"45","-18","[5,4,1,2,3]","25","[1,2,3,4,5]","49","31","[9,11,17,5,3]","[3,5,9,11,17]","B_o083_r10266","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,4,1,5,2]","25","[1,2,3,4,5]","30","27","[9,17,3,5,11]","[3,5,9,11,17]","B_o083_r10267","5","[1,2,4,7,11]","B","25","16"
"45","-11","[3,5,1,4,2]","25","[1,2,3,4,5]","38","27","[9,17,3,11,5]","[3,5,9,11,17]","B_o083_r10268","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,1,5,2]","25","[1,2,3,4,5]","","","[9,17,5,3,11]","[3,5,9,11,17]","B_o083_r10269","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,1,4,2]","25","[1,2,3,4,5]","","","[9,17,5,11,3]","[3,5,9,11,17]","B_o083_r10270","5","[1,2,4,7,11]","B","25","16"
"45","-16","[4,5,1,3,2]","25","[1,2,3,4,5]","47","31","[9,17,11,3,5]","[3,5,9,11,17]","B_o083_r10271","5","[1,2,4,7,11]","B","25","16"
"45","-20","[5,4,1,3,2]","25","[1,2,3,4,5]","51","31","[9,17,11,5,3]","[3,5,9,11,17]","B_o083_r10272","5","[1,2,4,7,11]","B","25","16"
"45","-1","[2,3,4,1,5]","25","[1,2,3,4,5]","16","15","[11,3,5,9,17]","[3,5,9,11,17]","B_o083_r10273","5","[1,2,4,7,11]","B","25","16"
"45","-6","[2,3,5,1,4]","25","[1,2,3,4,5]","24","18","[11,3,5,17,9]","[3,5,9,11,17]","B_o083_r10274","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,3,1,5]","25","[1,2,3,4,5]","","","[11,3,9,5,17]","[3,5,9,11,17]","B_o083_r10275","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,3,1,4]","25","[1,2,3,4,5]","","","[11,3,9,17,5]","[3,5,9,11,17]","B_o083_r10276","5","[1,2,4,7,11]","B","25","16"
"45","-8","[2,4,5,1,3]","25","[1,2,3,4,5]","33","25","[11,3,17,5,9]","[3,5,9,11,17]","B_o083_r10277","5","[1,2,4,7,11]","B","25","16"
"45","-12","[2,5,4,1,3]","25","[1,2,3,4,5]","37","25","[11,3,17,9,5]","[3,5,9,11,17]","B_o083_r10278","5","[1,2,4,7,11]","B","25","16"
"45","0","[3,2,4,1,5]","25","[1,2,3,4,5]","17","17","[11,5,3,9,17]","[3,5,9,11,17]","B_o083_r10279","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,2,5,1,4]","25","[1,2,3,4,5]","25","20","[11,5,3,17,9]","[3,5,9,11,17]","B_o083_r10280","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,3,1,5]","25","[1,2,3,4,5]","","","[11,5,9,3,17]","[3,5,9,11,17]","B_o083_r10281","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,3,1,4]","25","[1,2,3,4,5]","","","[11,5,9,17,3]","[3,5,9,11,17]","B_o083_r10282","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,2,5,1,3]","25","[1,2,3,4,5]","37","27","[11,5,17,3,9]","[3,5,9,11,17]","B_o083_r10283","5","[1,2,4,7,11]","B","25","16"
"45","-18","[5,2,4,1,3]","25","[1,2,3,4,5]","45","27","[11,5,17,9,3]","[3,5,9,11,17]","B_o083_r10284","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,2,1,5]","25","[1,2,3,4,5]","","","[11,9,3,5,17]","[3,5,9,11,17]","B_o083_r10285","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,2,1,4]","25","[1,2,3,4,5]","","","[11,9,3,17,5]","[3,5,9,11,17]","B_o083_r10286","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,2,1,5]","25","[1,2,3,4,5]","","","[11,9,5,3,17]","[3,5,9,11,17]","B_o083_r10287","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,2,1,4]","25","[1,2,3,4,5]","","","[11,9,5,17,3]","[3,5,9,11,17]","B_o083_r10288","5","[1,2,4,7,11]","B","25","16"
"45","-15","[4,5,2,1,3]","25","[1,2,3,4,5]","46","31","[11,9,17,3,5]","[3,5,9,11,17]","B_o083_r10289","5","[1,2,4,7,11]","B","25","16"
"45","-19","[5,4,2,1,3]","25","[1,2,3,4,5]","50","31","[11,9,17,5,3]","[3,5,9,11,17]","B_o083_r10290","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,5,1,2]","25","[1,2,3,4,5]","","","[11,17,3,5,9]","[3,5,9,11,17]","B_o083_r10291","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,4,1,2]","25","[1,2,3,4,5]","","","[11,17,3,9,5]","[3,5,9,11,17]","B_o083_r10292","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,5,1,2]","25","[1,2,3,4,5]","","","[11,17,5,3,9]","[3,5,9,11,17]","B_o083_r10293","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,4,1,2]","25","[1,2,3,4,5]","","","[11,17,5,9,3]","[3,5,9,11,17]","B_o083_r10294","5","[1,2,4,7,11]","B","25","16"
"45","","[4,5,3,1,2]","25","[1,2,3,4,5]","","","[11,17,9,3,5]","[3,5,9,11,17]","B_o083_r10295","5","[1,2,4,7,11]","B","25","16"
"45","","[5,4,3,1,2]","25","[1,2,3,4,5]","","","[11,17,9,5,3]","[3,5,9,11,17]","B_o083_r10296","5","[1,2,4,7,11]","B","25","16"
"45","-5","[2,3,4,5,1]","25","[1,2,3,4,5]","26","21","[17,3,5,9,11]","[3,5,9,11,17]","B_o083_r10297","5","[1,2,4,7,11]","B","25","16"
"45","-9","[2,3,5,4,1]","25","[1,2,3,4,5]","30","21","[17,3,5,11,9]","[3,5,9,11,17]","B_o083_r10298","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,3,5,1]","25","[1,2,3,4,5]","","","[17,3,9,5,11]","[3,5,9,11,17]","B_o083_r10299","5","[1,2,4,7,11]","B","25","16"
"45","-14","[2,5,3,4,1]","25","[1,2,3,4,5]","37","23","[17,3,9,11,5]","[3,5,9,11,17]","B_o083_r10300","5","[1,2,4,7,11]","B","25","16"
"45","-11","[2,4,5,3,1]","25","[1,2,3,4,5]","36","25","[17,3,11,5,9]","[3,5,9,11,17]","B_o083_r10301","5","[1,2,4,7,11]","B","25","16"
"45","-15","[2,5,4,3,1]","25","[1,2,3,4,5]","40","25","[17,3,11,9,5]","[3,5,9,11,17]","B_o083_r10302","5","[1,2,4,7,11]","B","25","16"
"45","-4","[3,2,4,5,1]","25","[1,2,3,4,5]","27","23","[17,5,3,9,11]","[3,5,9,11,17]","B_o083_r10303","5","[1,2,4,7,11]","B","25","16"
"45","-8","[3,2,5,4,1]","25","[1,2,3,4,5]","31","23","[17,5,3,11,9]","[3,5,9,11,17]","B_o083_r10304","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,3,5,1]","25","[1,2,3,4,5]","","","[17,5,9,3,11]","[3,5,9,11,17]","B_o083_r10305","5","[1,2,4,7,11]","B","25","16"
"45","-20","[5,2,3,4,1]","25","[1,2,3,4,5]","45","25","[17,5,9,11,3]","[3,5,9,11,17]","B_o083_r10306","5","[1,2,4,7,11]","B","25","16"
"45","-13","[4,2,5,3,1]","25","[1,2,3,4,5]","40","27","[17,5,11,3,9]","[3,5,9,11,17]","B_o083_r10307","5","[1,2,4,7,11]","B","25","16"
"45","-21","[5,2,4,3,1]","25","[1,2,3,4,5]","48","27","[17,5,11,9,3]","[3,5,9,11,17]","B_o083_r10308","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,4,2,5,1]","25","[1,2,3,4,5]","32","27","[17,9,3,5,11]","[3,5,9,11,17]","B_o083_r10309","5","[1,2,4,7,11]","B","25","16"
"45","-13","[3,5,2,4,1]","25","[1,2,3,4,5]","40","27","[17,9,3,11,5]","[3,5,9,11,17]","B_o083_r10310","5","[1,2,4,7,11]","B","25","16"
"45","-8","[4,3,2,5,1]","25","[1,2,3,4,5]","35","27","[17,9,5,3,11]","[3,5,9,11,17]","B_o083_r10311","5","[1,2,4,7,11]","B","25","16"
"45","-20","[5,3,2,4,1]","25","[1,2,3,4,5]","47","27","[17,9,5,11,3]","[3,5,9,11,17]","B_o083_r10312","5","[1,2,4,7,11]","B","25","16"
"45","-18","[4,5,2,3,1]","25","[1,2,3,4,5]","49","31","[17,9,11,3,5]","[3,5,9,11,17]","B_o083_r10313","5","[1,2,4,7,11]","B","25","16"
"45","-22","[5,4,2,3,1]","25","[1,2,3,4,5]","53","31","[17,9,11,5,3]","[3,5,9,11,17]","B_o083_r10314","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,5,2,1]","25","[1,2,3,4,5]","","","[17,11,3,5,9]","[3,5,9,11,17]","B_o083_r10315","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,4,2,1]","25","[1,2,3,4,5]","","","[17,11,3,9,5]","[3,5,9,11,17]","B_o083_r10316","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,5,2,1]","25","[1,2,3,4,5]","","","[17,11,5,3,9]","[3,5,9,11,17]","B_o083_r10317","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,4,2,1]","25","[1,2,3,4,5]","","","[17,11,5,9,3]","[3,5,9,11,17]","B_o083_r10318","5","[1,2,4,7,11]","B","25","16"
"45","","[4,5,3,2,1]","25","[1,2,3,4,5]","","","[17,11,9,3,5]","[3,5,9,11,17]","B_o083_r10319","5","[1,2,4,7,11]","B","25","16"
"45","","[5,4,3,2,1]","25","[1,2,3,4,5]","","","[17,11,9,5,3]","[3,5,9,11,17]","B_o083_r10320","5","[1,2,4,7,11]","B","25","16"
"45","0","[1,2,3,4,5]","25","[1,2,3,4,5]","11","11","[3,5,9,13,15]","[3,5,9,13,15]","B_o084_r10321","5","[1,2,4,7,11]","B","25","16"
"45","-3","[1,2,3,5,4]","25","[1,2,3,4,5]","15","12","[3,5,9,15,13]","[3,5,9,13,15]","B_o084_r10322","5","[1,2,4,7,11]","B","25","16"
"45","3","[1,2,4,3,5]","25","[1,2,3,4,5]","12","15","[3,5,13,9,15]","[3,5,9,13,15]","B_o084_r10323","5","[1,2,4,7,11]","B","25","16"
"45","-4","[1,2,5,3,4]","25","[1,2,3,4,5]","20","16","[3,5,13,15,9]","[3,5,9,13,15]","B_o084_r10324","5","[1,2,4,7,11]","B","25","16"
"45","-2","[1,2,4,5,3]","25","[1,2,3,4,5]","19","17","[3,5,15,9,13]","[3,5,9,13,15]","B_o084_r10325","5","[1,2,4,7,11]","B","25","16"
"45","-6","[1,2,5,4,3]","25","[1,2,3,4,5]","23","17","[3,5,15,13,9]","[3,5,9,13,15]","B_o084_r10326","5","[1,2,4,7,11]","B","25","16"
"45","2","[1,3,2,4,5]","25","[1,2,3,4,5]","11","13","[3,9,5,13,15]","[3,5,9,13,15]","B_o084_r10327","5","[1,2,4,7,11]","B","25","16"
"45","-1","[1,3,2,5,4]","25","[1,2,3,4,5]","15","14","[3,9,5,15,13]","[3,5,9,13,15]","B_o084_r10328","5","[1,2,4,7,11]","B","25","16"
"45","4","[1,4,2,3,5]","25","[1,2,3,4,5]","15","19","[3,9,13,5,15]","[3,5,9,13,15]","B_o084_r10329","5","[1,2,4,7,11]","B","25","16"
"45","-7","[1,5,2,3,4]","25","[1,2,3,4,5]","27","20","[3,9,13,15,5]","[3,5,9,13,15]","B_o084_r10330","5","[1,2,4,7,11]","B","25","16"
"45","-1","[1,4,2,5,3]","25","[1,2,3,4,5]","22","21","[3,9,15,5,13]","[3,5,9,13,15]","B_o084_r10331","5","[1,2,4,7,11]","B","25","16"
"45","-9","[1,5,2,4,3]","25","[1,2,3,4,5]","30","21","[3,9,15,13,5]","[3,5,9,13,15]","B_o084_r10332","5","[1,2,4,7,11]","B","25","16"
